CarID,Brand,Model,Country,PlantLocation,YearOfManufacture,FuelType,Transmission,Segment,UnitsProduced,AverageCostPerUnit,TotalProductionCost,ElectricVehicle,DefectRate(%)
C1497,Kia,Altima,UK,Nagoya,2013,Electric,Automatic,Sedan,6625,67694,448472750,Yes,3.4
C1498,Volkswagen,Optima,China,Chennai,2011,Petrol,Automatic,Crossover,4870,64777,315463990,No,2.5
C1499,Ford,A-Class,India,Monterrey,2015,Hybrid,Automatic,SUV,5338,24530,130941140,No,1.24
C1500,Hyundai,Model X,Brazil,Shanghai,2019,Hybrid,Manual,Truck,57929,17354,1005299866,No,0.6
C1501,Mercedes,Corolla,USA,London,2011,Petrol,Manual,Crossover,3634,56529,205426386,No,0.59
C1502,Tesla,A-Class,USA,Seoul,2021,Electric,Manual,Coupe,43699,61714,2696840086,Yes,0.67
C1503,Tesla,Corolla,Brazil,Nagoya,2022,Petrol,Manual,Hatchback,77592,51232,3975193344,No,0.25
C1504,Tesla,3 Series,Germany,Paris,2016,Hybrid,Automatic,Crossover,34322,62079,2130675438,No,3.17
C1505,Ford,Mustang,France,Monterrey,2012,Hybrid,Automatic,Hatchback,20613,22550,464823150,No,1.94
C1506,Tesla,Mustang,Brazil,Seoul,2018,Electric,Automatic,Coupe,64094,70385,4511256190,Yes,2.48
C1507,Toyota,A-Class,France,Munich,2020,Petrol,Automatic,SUV,3169,74736,236838384,No,2.92
C1508,Mercedes,A-Class,South Korea,London,2014,Hybrid,Automatic,Hatchback,49927,40268,2010460436,No,2.79
C1509,Toyota,A-Class,Japan,Detroit,2017,Hybrid,Automatic,Sedan,13438,14290,192029020,No,3.1
C1510,Kia,Corolla,South Korea,Paris,2020,Petrol,Automatic,Crossover,6217,65034,404316378,No,3.39
C1511,Mercedes,3 Series,Brazil,Shanghai,2015,Petrol,Manual,Hatchback,78318,40138,3143527884,No,1.59
C1512,Toyota,Civic,USA,London,2023,Diesel,Manual,Coupe,48159,23432,1128461688,No,3.33
C1513,Mercedes,A-Class,Germany,Chennai,2021,Electric,Manual,Sedan,65075,77058,5014549350,Yes,2.56
C1514,Kia,Optima,Mexico,São Paulo,2019,Electric,Automatic,Hatchback,16789,68175,1144590075,Yes,0.34
C1515,Nissan,Model X,France,Chennai,2017,Petrol,Automatic,Coupe,24906,43329,1079152074,No,2.42
C1516,Ford,Model X,China,Chennai,2022,Electric,Automatic,SUV,13373,79076,1057483348,Yes,2.43
C1517,Ford,Corolla,France,Munich,2022,Hybrid,Automatic,Coupe,23961,22328,535001208,No,3.18
C1518,Tesla,A-Class,UK,Nagoya,2020,Petrol,Automatic,SUV,21210,44247,938478870,No,1.37
C1519,BMW,Altima,India,Detroit,2021,Petrol,Automatic,Sedan,13948,16677,232610796,No,2.09
C1520,Tesla,Elantra,Brazil,Paris,2012,Petrol,Automatic,Coupe,15698,71810,1127273380,No,0.14
C1521,Honda,Civic,South Korea,Nagoya,2012,Diesel,Automatic,Truck,73658,60357,4445775906,No,1.23
C1522,Toyota,Optima,China,London,2014,Electric,Automatic,Crossover,68438,65812,4504041656,Yes,0.31
C1523,Mercedes,3 Series,USA,Chennai,2020,Diesel,Automatic,Truck,51299,51616,2647849184,No,1.87
C1524,BMW,Altima,USA,Munich,2019,Hybrid,Automatic,Truck,35461,71284,2527801924,No,2.88
C1525,Kia,Mustang,USA,London,2012,Electric,Automatic,Truck,43507,59741,2599151687,Yes,0.8
C1526,Honda,Altima,Mexico,São Paulo,2017,Diesel,Automatic,Crossover,65970,63478,4187643660,No,1.89
C1527,Kia,Corolla,UK,Detroit,2019,Petrol,Automatic,Truck,52756,64056,3379338336,No,0.79
C1528,Ford,Civic,USA,Paris,2022,Diesel,Automatic,SUV,21239,55534,1179486626,No,0.51
C1529,Ford,Passat,USA,São Paulo,2021,Petrol,Manual,Coupe,58686,74162,4352271132,No,1.84
C1530,Tesla,Passat,Brazil,Munich,2023,Diesel,Manual,Sedan,27047,54711,1479768417,No,0.37
C1531,Toyota,A-Class,UK,Detroit,2017,Diesel,Automatic,Truck,51931,32805,1703596455,No,2.1
C1532,BMW,A-Class,Germany,London,2011,Diesel,Automatic,Truck,25976,30143,782994568,No,0.21
C1533,Volkswagen,Corolla,Germany,Chennai,2021,Petrol,Automatic,Sedan,78911,72473,5718916903,No,0.46
C1534,Honda,3 Series,UK,Chennai,2013,Diesel,Automatic,Sedan,11186,26017,291026162,No,1.97
C1535,Honda,A-Class,India,Monterrey,2019,Electric,Automatic,Truck,18036,73202,1320271272,Yes,2.11
C1536,Tesla,Elantra,Mexico,Chennai,2022,Electric,Automatic,SUV,34562,51423,1777281726,Yes,0.2
C1537,Ford,Civic,China,Seoul,2010,Electric,Automatic,Sedan,48716,51713,2519250508,Yes,2.05
C1538,Tesla,Corolla,France,Chennai,2013,Petrol,Automatic,Coupe,25541,12205,311727905,No,2.95
C1539,Mercedes,Model X,Brazil,Seoul,2021,Petrol,Manual,Coupe,32153,63266,2034191698,No,2.56
C1540,BMW,Mustang,Japan,Shanghai,2022,Electric,Automatic,SUV,22173,22342,495389166,Yes,0.55
C1541,Toyota,Corolla,Germany,Seoul,2022,Electric,Manual,Crossover,10867,79563,864611121,Yes,2.11
C1542,Nissan,Corolla,UK,Detroit,2020,Electric,Automatic,Hatchback,20129,73190,1473241510,Yes,2.39
C1543,Hyundai,Passat,China,São Paulo,2022,Hybrid,Automatic,SUV,72690,31200,2267928000,No,0.23
C1544,Hyundai,Optima,UK,Detroit,2013,Electric,Manual,Truck,25563,17188,439376844,Yes,3.01
C1545,Tesla,3 Series,France,São Paulo,2019,Diesel,Manual,Hatchback,19822,12808,253880176,No,3.18
C1546,Mercedes,Optima,China,Monterrey,2018,Hybrid,Automatic,Truck,13193,23851,314666243,No,2.99
C1547,BMW,Elantra,Germany,Shanghai,2024,Hybrid,Automatic,Coupe,9741,74928,729873648,No,2.9
C1548,Volkswagen,Model X,USA,São Paulo,2012,Petrol,Automatic,Sedan,30278,25058,758706124,No,2.63
C1549,Hyundai,Passat,UK,São Paulo,2024,Diesel,Automatic,Truck,13151,24620,323777620,No,2.25
C1550,BMW,Model X,Japan,Munich,2011,Petrol,Manual,Coupe,26466,62755,1660873830,No,2.41
C1551,Toyota,Elantra,Germany,Nagoya,2018,Petrol,Manual,SUV,9775,72995,713526125,No,2.84
C1552,Kia,Optima,South Korea,Nagoya,2018,Diesel,Automatic,Truck,46106,46681,2152274186,No,2.35
C1553,Mercedes,Corolla,Japan,Munich,2010,Petrol,Automatic,Coupe,2158,74509,160790422,No,1.21
C1554,Ford,A-Class,India,Chennai,2015,Diesel,Automatic,Sedan,72968,77703,5669832504,No,1.38
C1555,BMW,A-Class,Mexico,Munich,2019,Diesel,Automatic,Truck,14748,77680,1145624640,No,3.15
C1556,Toyota,Altima,Germany,São Paulo,2017,Petrol,Manual,Crossover,24937,77703,1937679711,No,0.16
C1557,Volkswagen,Mustang,USA,São Paulo,2012,Electric,Manual,Coupe,40227,52136,2097274872,Yes,2.48
C1558,Nissan,3 Series,Germany,Munich,2020,Petrol,Automatic,Truck,18701,46343,866660443,No,3.35
C1559,Ford,Elantra,France,Munich,2018,Hybrid,Automatic,Sedan,41650,28254,1176779100,No,2.5
C1560,Nissan,Mustang,China,Chennai,2011,Petrol,Automatic,Truck,15499,71273,1104660227,No,3.48
C1561,Volkswagen,3 Series,UK,Detroit,2015,Diesel,Automatic,Truck,6876,69611,478645236,No,2.44
C1562,Toyota,Mustang,China,Shanghai,2010,Hybrid,Manual,Crossover,52173,70002,3652214346,No,0.22
C1563,Hyundai,Optima,China,London,2022,Diesel,Automatic,Coupe,3976,22926,91153776,No,2.91
C1564,Nissan,3 Series,Germany,São Paulo,2016,Electric,Automatic,Hatchback,70402,74264,5228334128,Yes,1.07
C1565,Ford,Optima,France,Shanghai,2012,Electric,Automatic,Truck,78494,37563,2948470122,Yes,1.62
C1566,Tesla,Corolla,UK,Munich,2016,Hybrid,Manual,Hatchback,63378,40688,2578724064,No,1.16
C1567,Honda,Passat,UK,Chennai,2013,Electric,Automatic,SUV,21115,44130,931804950,Yes,1.01
C1568,BMW,Optima,China,Seoul,2018,Electric,Manual,Truck,11664,10925,127429200,Yes,1.57
C1569,Hyundai,A-Class,India,Chennai,2014,Petrol,Manual,Hatchback,39816,61595,2452466520,No,1.39
C1570,Nissan,Mustang,Mexico,Paris,2012,Petrol,Manual,SUV,69060,26321,1817728260,No,2.25
C1571,Kia,Altima,France,Paris,2024,Electric,Automatic,Crossover,30059,20769,624295371,Yes,2.86
C1572,BMW,Civic,India,Shanghai,2017,Electric,Automatic,Coupe,63468,46748,2967002064,Yes,1.11
C1573,Tesla,3 Series,Brazil,Nagoya,2015,Petrol,Automatic,Truck,67300,50028,3366884400,No,0.83
C1574,Volkswagen,Elantra,Brazil,Paris,2011,Electric,Automatic,Coupe,9547,26151,249663597,Yes,2.37
C1575,Honda,Altima,Japan,Paris,2012,Electric,Automatic,SUV,45485,44187,2009845695,Yes,2.38
C1576,Toyota,A-Class,China,Detroit,2017,Diesel,Automatic,Coupe,72623,53835,3909659205,No,3.16
C1577,Tesla,Optima,UK,Seoul,2024,Electric,Automatic,Coupe,7077,10059,71187543,Yes,0.15
C1578,Tesla,Passat,Germany,Detroit,2019,Hybrid,Manual,Sedan,4370,37235,162716950,No,3.0
C1579,Volkswagen,Corolla,UK,Seoul,2016,Diesel,Automatic,SUV,34594,77114,2667681716,No,1.87
C1580,Mercedes,Civic,UK,Monterrey,2019,Hybrid,Automatic,Coupe,55829,55366,3091028414,No,2.21
C1581,Volkswagen,Model X,USA,London,2015,Electric,Manual,Hatchback,9717,42160,409668720,Yes,0.41
C1582,Mercedes,Altima,UK,São Paulo,2023,Petrol,Manual,SUV,66641,15277,1018074557,No,1.57
C1583,Mercedes,Passat,Japan,Paris,2010,Diesel,Manual,Sedan,22843,11780,269090540,No,0.87
C1584,Hyundai,Model X,India,São Paulo,2018,Petrol,Manual,Truck,51322,56579,2903747438,No,0.96
C1585,Hyundai,Civic,Brazil,Paris,2012,Diesel,Manual,Crossover,13503,70750,955337250,No,1.81
C1586,Ford,Elantra,UK,Detroit,2023,Petrol,Automatic,Coupe,60038,66902,4016662276,No,2.86
C1587,Nissan,Elantra,UK,London,2014,Diesel,Automatic,Hatchback,32589,42161,1373984829,No,2.63
C1588,Nissan,Mustang,USA,Detroit,2016,Diesel,Automatic,Sedan,54095,54499,2948123405,No,2.11
C1589,Toyota,Civic,France,Detroit,2024,Hybrid,Automatic,SUV,30529,41886,1278737694,No,1.93
C1590,Nissan,Civic,Germany,Seoul,2016,Petrol,Automatic,Crossover,79523,18800,1495032400,No,1.55
C1591,Hyundai,Model X,France,Nagoya,2012,Hybrid,Automatic,Crossover,51824,59460,3081455040,No,3.41
C1592,Ford,Passat,Germany,Chennai,2024,Hybrid,Automatic,Coupe,52462,79843,4188723466,No,2.0
C1593,Ford,3 Series,Mexico,Shanghai,2013,Petrol,Automatic,Sedan,39542,12364,488897288,No,0.96
C1594,Mercedes,Model X,UK,São Paulo,2019,Diesel,Automatic,Sedan,76880,26568,2042547840,No,0.88
C1595,Volkswagen,Corolla,USA,Monterrey,2016,Hybrid,Manual,Hatchback,46457,48092,2234210044,No,2.18
C1596,Toyota,Elantra,South Korea,Paris,2017,Petrol,Automatic,Truck,44239,72679,3215246281,No,1.88
C1597,Mercedes,Elantra,China,Detroit,2011,Diesel,Manual,Truck,39233,75781,2973115973,No,0.13
C1598,Volkswagen,Mustang,Brazil,Nagoya,2018,Hybrid,Automatic,Truck,45889,18430,845734270,No,2.92
C1599,Nissan,Corolla,India,Detroit,2016,Hybrid,Manual,Crossover,30215,48692,1471228780,No,2.49
C1600,Mercedes,Elantra,Brazil,London,2022,Hybrid,Manual,Crossover,39616,40086,1588046976,No,2.35
C1601,BMW,Model X,India,Seoul,2017,Diesel,Automatic,SUV,57422,59671,3426428162,No,0.33
C1602,Nissan,Corolla,Mexico,Monterrey,2015,Hybrid,Automatic,Crossover,56751,23901,1356405651,No,1.33
C1603,Volkswagen,Model X,France,Chennai,2015,Diesel,Automatic,Crossover,62294,13907,866322658,No,3.28
C1604,Toyota,3 Series,Japan,London,2018,Electric,Manual,Sedan,18080,38604,697960320,Yes,3.03
C1605,Volkswagen,3 Series,UK,Munich,2013,Hybrid,Manual,SUV,1323,47869,63330687,No,1.07
C1606,Mercedes,Elantra,South Korea,Monterrey,2020,Electric,Manual,Sedan,7584,24537,186088608,Yes,0.63
C1607,Mercedes,Elantra,India,Detroit,2020,Petrol,Automatic,Hatchback,78491,22501,1766125991,No,1.63
C1608,Tesla,Passat,China,London,2014,Hybrid,Automatic,Hatchback,11107,47371,526149697,No,1.31
C1609,Toyota,3 Series,India,Chennai,2018,Petrol,Manual,SUV,76855,46821,3598427955,No,2.42
C1610,Kia,Altima,Japan,Nagoya,2010,Petrol,Automatic,SUV,12469,16073,200414237,No,3.39
C1611,Nissan,Altima,Brazil,Nagoya,2013,Petrol,Automatic,Crossover,63559,71005,4513006795,No,1.33
C1612,Ford,Mustang,USA,São Paulo,2016,Electric,Automatic,Hatchback,17833,28101,501125133,Yes,0.31
C1613,Toyota,3 Series,Brazil,Chennai,2020,Diesel,Manual,Coupe,77736,41426,3220291536,No,3.15
C1614,Ford,Model X,Mexico,Nagoya,2024,Electric,Automatic,Truck,37168,17313,643489584,Yes,0.23
C1615,Toyota,Model X,USA,London,2018,Electric,Automatic,Crossover,12445,40773,507419985,Yes,3.34
C1616,Toyota,A-Class,Brazil,São Paulo,2024,Petrol,Automatic,Truck,47026,38003,1787129078,No,2.36
C1617,Volkswagen,Corolla,China,Nagoya,2023,Hybrid,Manual,Hatchback,48217,69668,3359181956,No,3.3
C1618,Toyota,Optima,Brazil,Monterrey,2022,Diesel,Automatic,Truck,59926,52294,3133770244,No,0.78
C1619,Tesla,Altima,China,Seoul,2020,Petrol,Automatic,Coupe,78849,23582,1859417118,No,0.24
C1620,Kia,Elantra,China,Munich,2021,Diesel,Automatic,Coupe,5101,23760,121199760,No,1.76
C1621,Mercedes,Mustang,USA,Chennai,2022,Electric,Manual,Sedan,13430,45983,617551690,Yes,1.63
C1622,Honda,Optima,France,London,2019,Diesel,Manual,SUV,4833,50309,243143397,No,1.23
C1623,Ford,Civic,Germany,Paris,2015,Diesel,Manual,Truck,71435,39715,2837041025,No,3.36
C1624,Mercedes,Mustang,UK,Detroit,2021,Hybrid,Automatic,Coupe,18339,46415,851204685,No,2.9
C1625,Honda,Civic,India,London,2017,Petrol,Manual,SUV,51837,61581,3192174297,No,2.35
C1626,Kia,3 Series,Germany,Nagoya,2022,Diesel,Automatic,SUV,40704,13652,555691008,No,0.65
C1627,Kia,Civic,Japan,London,2018,Diesel,Automatic,Sedan,20695,36297,751166415,No,2.6
C1628,Ford,Civic,France,Paris,2019,Electric,Automatic,SUV,28348,24028,681145744,Yes,2.57
C1629,Ford,Passat,Germany,Detroit,2013,Electric,Automatic,SUV,41354,23803,984349262,Yes,1.55
C1630,Kia,Passat,USA,São Paulo,2010,Diesel,Manual,Crossover,51498,16307,839777886,No,3.24
C1631,Honda,Passat,Japan,Nagoya,2023,Petrol,Automatic,Hatchback,67890,41325,2805554250,No,0.67
C1632,Toyota,3 Series,South Korea,Shanghai,2017,Diesel,Automatic,Sedan,32058,68616,2199691728,No,1.01
C1633,Nissan,Optima,France,Nagoya,2011,Diesel,Automatic,Sedan,3485,70483,245633255,No,0.31
C1634,BMW,Mustang,Germany,Munich,2020,Hybrid,Automatic,Truck,62294,41574,2589810756,No,2.8
C1635,Mercedes,Mustang,Japan,Shanghai,2010,Petrol,Automatic,SUV,44085,77071,3397675035,No,2.21
C1636,Volkswagen,Elantra,South Korea,Munich,2022,Hybrid,Automatic,Truck,40764,24932,1016328048,No,1.17
C1637,Mercedes,Passat,Brazil,Paris,2016,Petrol,Automatic,Crossover,33826,25749,870985674,No,0.66
C1638,Volkswagen,3 Series,Japan,Chennai,2021,Petrol,Automatic,Coupe,59761,18727,1119144247,No,0.24
C1639,Honda,Elantra,USA,Detroit,2019,Petrol,Automatic,SUV,34522,65406,2257945932,No,0.67
C1640,Volkswagen,Corolla,Brazil,Seoul,2018,Hybrid,Manual,Coupe,16167,27332,441876444,No,1.64
C1641,Ford,Elantra,USA,São Paulo,2020,Hybrid,Automatic,Hatchback,18565,20834,386783210,No,0.94
C1642,Nissan,Optima,Germany,Seoul,2024,Hybrid,Manual,Crossover,10506,30325,318594450,No,0.98
C1643,Nissan,Altima,UK,Monterrey,2021,Electric,Manual,SUV,72319,19213,1389464947,Yes,3.08
C1644,Ford,Civic,Germany,Monterrey,2021,Hybrid,Manual,Truck,45576,11403,519703128,No,1.85
C1645,Tesla,Passat,Brazil,Paris,2018,Electric,Automatic,Truck,69361,66971,4645175531,Yes,2.58
C1646,Honda,Altima,China,Chennai,2012,Electric,Automatic,SUV,50893,64030,3258678790,Yes,0.22
C1647,Tesla,Elantra,Germany,Monterrey,2015,Electric,Manual,Truck,3643,17591,64084013,Yes,1.34
C1648,Tesla,3 Series,Brazil,Nagoya,2016,Diesel,Automatic,SUV,58005,22996,1333882980,No,1.73
C1649,Mercedes,Civic,Japan,London,2023,Diesel,Automatic,Sedan,12917,62485,807118745,No,0.73
C1650,Kia,Mustang,Mexico,Munich,2019,Diesel,Automatic,Truck,31800,57830,1838994000,No,0.51
C1651,Mercedes,Model X,Germany,Monterrey,2018,Electric,Automatic,SUV,29396,44370,1304300520,Yes,3.06
C1652,Kia,Civic,Japan,Paris,2024,Electric,Manual,SUV,51129,67572,3454888788,Yes,3.29
C1653,BMW,Optima,USA,Munich,2011,Petrol,Automatic,Truck,28106,39098,1098888388,No,0.37
C1654,Volkswagen,Optima,France,Nagoya,2017,Electric,Automatic,Sedan,40416,71561,2892209376,Yes,1.29
C1655,Kia,Elantra,UK,Chennai,2023,Diesel,Automatic,Truck,61830,12196,754078680,No,3.36
C1656,Ford,Corolla,USA,Detroit,2016,Electric,Automatic,SUV,8051,21091,169803641,Yes,0.38
C1657,Mercedes,Optima,USA,Seoul,2013,Electric,Automatic,Sedan,56922,75254,4283608188,Yes,2.29
C1658,Honda,Optima,Brazil,Nagoya,2011,Petrol,Automatic,Coupe,68282,59262,4046527884,No,3.41
C1659,Volkswagen,3 Series,China,São Paulo,2017,Electric,Manual,Hatchback,65891,16023,1055771493,Yes,3.43
C1660,BMW,Elantra,India,Shanghai,2020,Hybrid,Automatic,Truck,63911,30543,1952033673,No,1.7
C1661,Kia,Civic,Mexico,Paris,2014,Petrol,Manual,Crossover,73685,70029,5160086865,No,0.65
C1662,BMW,Corolla,China,Seoul,2015,Electric,Automatic,SUV,1388,52337,72643756,Yes,0.79
C1663,Honda,Altima,Brazil,São Paulo,2023,Electric,Automatic,Sedan,57635,50409,2905322715,Yes,3.12
C1664,Tesla,Model X,UK,Detroit,2020,Petrol,Automatic,Sedan,29924,19963,597372812,No,3.2
C1665,Nissan,Passat,Mexico,São Paulo,2016,Electric,Automatic,Coupe,42059,23796,1000835964,Yes,2.17
C1666,Honda,Mustang,Mexico,Chennai,2024,Diesel,Manual,Truck,11575,50972,590000900,No,2.7
C1667,Hyundai,Optima,Brazil,Shanghai,2024,Hybrid,Manual,Crossover,23199,13261,307641939,No,2.62
C1668,Honda,Elantra,South Korea,Munich,2019,Hybrid,Automatic,Sedan,48472,27046,1310973712,No,2.35
C1669,BMW,Passat,USA,Seoul,2010,Diesel,Automatic,Coupe,10450,23397,244498650,No,2.91
C1670,Ford,Mustang,France,Shanghai,2017,Electric,Manual,SUV,5913,70436,416488068,Yes,2.43
C1671,Mercedes,Mustang,South Korea,London,2013,Electric,Automatic,Coupe,39805,35757,1423307385,Yes,1.92
C1672,Ford,Altima,Brazil,Nagoya,2022,Hybrid,Automatic,Truck,4069,25299,102941631,No,0.91
C1673,BMW,Altima,South Korea,London,2018,Electric,Manual,Coupe,67278,11902,800742756,Yes,2.63
C1674,Mercedes,Altima,France,Nagoya,2010,Hybrid,Automatic,Sedan,30585,52399,1602623415,No,1.71
C1675,Hyundai,A-Class,Brazil,Chennai,2020,Hybrid,Manual,Sedan,76523,58330,4463586590,No,1.1
C1676,Nissan,A-Class,Brazil,Shanghai,2011,Diesel,Automatic,Hatchback,36663,56308,2064420204,No,2.83
C1677,Volkswagen,Mustang,Mexico,Detroit,2023,Hybrid,Manual,Coupe,50092,13846,693573832,No,2.47
C1678,BMW,Altima,South Korea,Monterrey,2015,Electric,Automatic,SUV,57833,22359,1293088047,Yes,3.29
C1679,Kia,3 Series,Japan,São Paulo,2020,Electric,Automatic,Crossover,8539,59376,507011664,Yes,0.66
C1680,BMW,Optima,Germany,Monterrey,2019,Petrol,Automatic,Crossover,8698,78056,678931088,No,2.31
C1681,BMW,Passat,Brazil,Shanghai,2020,Electric,Automatic,Truck,34854,50832,1771698528,Yes,0.93
C1682,Mercedes,Passat,South Korea,London,2023,Petrol,Automatic,Hatchback,4324,30098,130143752,No,3.17
C1683,Toyota,A-Class,India,Monterrey,2010,Hybrid,Automatic,Coupe,50920,59962,3053265040,No,0.44
C1684,Honda,Mustang,UK,Paris,2013,Electric,Automatic,SUV,3936,45885,180603360,Yes,2.33
C1685,Toyota,Elantra,India,Monterrey,2017,Diesel,Manual,Hatchback,41357,31157,1288560049,No,2.79
C1686,Hyundai,Civic,South Korea,Nagoya,2024,Diesel,Automatic,Sedan,16557,58372,966465204,No,1.31
C1687,Kia,Civic,USA,Paris,2019,Diesel,Automatic,Truck,1810,29674,53709940,No,3.34
C1688,Nissan,A-Class,USA,Seoul,2014,Hybrid,Automatic,Coupe,75855,42357,3212990235,No,2.99
C1689,Tesla,Elantra,South Korea,Monterrey,2022,Hybrid,Automatic,Crossover,79493,22578,1794792954,No,1.1
C1690,Hyundai,A-Class,Mexico,Paris,2018,Petrol,Automatic,SUV,66513,12251,814850763,No,0.13
C1691,Tesla,Civic,Mexico,Shanghai,2020,Diesel,Automatic,Sedan,60522,47429,2870497938,No,1.11
C1692,Tesla,Elantra,Brazil,São Paulo,2020,Petrol,Manual,Hatchback,9406,56871,534928626,No,1.06
C1693,Nissan,Altima,France,Seoul,2015,Petrol,Automatic,Truck,10368,35499,368053632,No,3.13
C1694,Ford,Mustang,Germany,Detroit,2010,Electric,Automatic,Hatchback,19046,16421,312754366,Yes,3.39
C1695,Toyota,Passat,Brazil,Detroit,2015,Electric,Manual,Crossover,73355,62204,4562974420,Yes,0.34
C1696,BMW,3 Series,India,Chennai,2015,Diesel,Manual,Hatchback,33649,34591,1163952559,No,1.7
C1697,Volkswagen,Corolla,Germany,Monterrey,2022,Hybrid,Automatic,SUV,67881,70940,4815478140,No,1.96
C1698,Tesla,Mustang,India,São Paulo,2015,Electric,Manual,Sedan,24184,22202,536933168,Yes,0.42
C1699,Kia,Altima,Mexico,Munich,2017,Hybrid,Automatic,Coupe,30358,29290,889185820,No,1.38
C1700,Hyundai,Civic,South Korea,Paris,2024,Petrol,Manual,SUV,45830,28130,1289197900,No,1.18
C1701,Ford,Altima,France,Seoul,2015,Petrol,Automatic,Crossover,59704,47077,2810685208,No,1.92
C1702,Tesla,A-Class,India,Shanghai,2014,Petrol,Automatic,Truck,25793,29396,758211028,No,2.35
C1703,Ford,Elantra,Mexico,Monterrey,2024,Petrol,Manual,Crossover,57369,70848,4064478912,No,2.49
C1704,Ford,Passat,France,Shanghai,2020,Diesel,Automatic,Crossover,5129,70530,361748370,No,0.56
C1705,Tesla,Optima,Brazil,Munich,2011,Petrol,Automatic,Hatchback,6204,74274,460795896,No,2.86
C1706,Mercedes,A-Class,South Korea,Chennai,2013,Electric,Automatic,Truck,2276,37122,84489672,Yes,2.41
C1707,Honda,Mustang,UK,Munich,2023,Petrol,Automatic,SUV,57755,39381,2274449655,No,3.12
C1708,Kia,A-Class,USA,Nagoya,2024,Hybrid,Automatic,Crossover,48781,55435,2704174735,No,1.63
C1709,BMW,Mustang,China,London,2019,Electric,Automatic,SUV,31736,33267,1055761512,Yes,3.14
C1710,BMW,Optima,France,Seoul,2014,Hybrid,Automatic,Coupe,67280,71978,4842679840,No,3.04
C1711,Kia,Model X,UK,London,2019,Hybrid,Automatic,Hatchback,1833,17088,31322304,No,1.59
C1712,Mercedes,Passat,UK,Munich,2013,Diesel,Automatic,SUV,69705,22822,1590807510,No,1.4
C1713,BMW,3 Series,France,Chennai,2011,Diesel,Automatic,Truck,51446,60216,3097872336,No,3.27
C1714,Ford,3 Series,UK,Chennai,2016,Hybrid,Automatic,Crossover,55833,46589,2601203637,No,2.53
C1715,Nissan,Corolla,India,Detroit,2019,Hybrid,Manual,Coupe,27777,75262,2090552574,No,3.26
C1716,Hyundai,Altima,UK,Monterrey,2019,Petrol,Automatic,Truck,51106,67911,3470659566,No,2.81
C1717,Toyota,Model X,Mexico,Detroit,2011,Electric,Automatic,Hatchback,2433,11436,27823788,Yes,2.17
C1718,BMW,3 Series,Germany,Seoul,2010,Petrol,Manual,Coupe,34014,71854,2444041956,No,0.49
C1719,Kia,A-Class,India,Seoul,2023,Diesel,Manual,Coupe,63458,71888,4561868704,No,1.09
C1720,Nissan,Altima,UK,Seoul,2014,Diesel,Automatic,Coupe,7327,37281,273157887,No,3.39
C1721,Tesla,Model X,Brazil,Shanghai,2021,Petrol,Manual,Crossover,31344,63952,2004511488,No,1.19
C1722,Honda,Elantra,USA,Detroit,2022,Electric,Automatic,Sedan,1292,32766,42333672,Yes,0.42
C1723,Kia,Elantra,South Korea,Shanghai,2010,Hybrid,Manual,Coupe,40195,31213,1254606535,No,2.51
C1724,Ford,Altima,UK,London,2010,Petrol,Automatic,Truck,43010,72239,3106999390,No,2.6
C1725,Honda,Mustang,Japan,Monterrey,2024,Diesel,Automatic,Truck,39637,32537,1289669069,No,1.07
C1726,Hyundai,Mustang,USA,Munich,2010,Electric,Automatic,Hatchback,73910,12794,945604540,Yes,1.11
C1727,Hyundai,A-Class,Brazil,Paris,2015,Diesel,Manual,SUV,40132,69204,2777294928,No,1.69
C1728,Mercedes,Model X,Mexico,Detroit,2018,Electric,Automatic,SUV,37290,42324,1578261960,Yes,0.17
C1729,Volkswagen,Model X,UK,Paris,2019,Electric,Automatic,Sedan,31385,66764,2095388140,Yes,2.78
C1730,Mercedes,Altima,Mexico,Chennai,2022,Electric,Automatic,Crossover,65714,40858,2684942612,Yes,1.18
C1731,Nissan,Civic,UK,Detroit,2020,Petrol,Manual,Crossover,77044,52850,4071775400,No,3.0
C1732,Honda,Elantra,China,London,2021,Petrol,Manual,Coupe,45370,23018,1044326660,No,2.83
C1733,Volkswagen,Model X,Germany,Detroit,2010,Petrol,Automatic,Sedan,48610,60790,2955001900,No,2.35
C1734,Tesla,Altima,Mexico,Shanghai,2014,Electric,Automatic,Hatchback,5671,19850,112569350,Yes,1.2
C1735,Ford,Optima,Germany,Monterrey,2024,Electric,Automatic,Hatchback,10089,55975,564731775,Yes,1.86
C1736,Honda,Corolla,USA,Munich,2018,Diesel,Automatic,SUV,18577,75510,1402749270,No,1.61
C1737,Mercedes,Optima,China,São Paulo,2023,Hybrid,Manual,Hatchback,65374,75696,4948550304,No,1.25
C1738,Toyota,Passat,South Korea,Munich,2018,Petrol,Automatic,Coupe,72746,35832,2606634672,No,2.98
C1739,Volkswagen,A-Class,India,Munich,2010,Electric,Automatic,Truck,38727,34886,1351030122,Yes,1.74
C1740,Volkswagen,Model X,Germany,Chennai,2017,Diesel,Automatic,Hatchback,15437,18418,284318666,No,2.93
C1741,Ford,Passat,China,London,2010,Diesel,Automatic,Sedan,10254,17081,175148574,No,0.46
C1742,BMW,3 Series,Germany,Paris,2024,Diesel,Automatic,Coupe,26188,20114,526745432,No,0.58
