RestaurantID,RestaurantName,CuisineType,City,Rating,AverageCostForTwo,DeliveryAvailable,NumberOfReviews,EstablishedYear,MonthlyRevenue
R4255,Fire Bistro,American,Paris,4.5,860,Yes,780,1996,51220
R4256,Red House,Korean,Dubai,3.7,900,Yes,1774,2001,178290
R4257,Urban Café,French,Berlin,3.3,1500,Yes,232,1993,134670
R4258,Green Garden,Japanese,Paris,2.7,1960,No,1132,1996,23460
R4259,Golden Corner,Mexican,Toronto,3.9,860,Yes,1792,1993,153690
R4260,Fire Corner,French,Singapore,3.2,740,Yes,566,2014,143460
R4261,Fire Café,French,Toronto,4.0,1510,Yes,920,1990,159970
R4262,Street Bistro,American,London,4.9,500,No,282,2009,127500
R4263,Red Café,Thai,Dubai,2.8,850,Yes,1432,2012,135810
R4264,Fire Corner,Mexican,London,3.0,1200,Yes,1550,1994,54430
R4265,Urban Hub,Korean,London,3.7,830,No,439,2012,20220
R4266,Golden Corner,Japanese,London,4.9,500,Yes,532,2013,121550
R4267,Red House,Mexican,New York,4.4,1360,No,969,2020,150740
R4268,Urban House,Italian,New York,4.7,850,Yes,1381,1995,132740
R4269,Street Grill,Thai,Dubai,3.3,1780,Yes,919,2005,87150
R4270,Urban Kitchen,Italian,Sydney,5.0,660,Yes,1584,2022,80530
R4271,Red Garden,Japanese,Paris,2.8,410,Yes,460,2010,25140
R4272,Urban Lounge,American,New York,2.6,1130,Yes,1984,2002,50390
R4273,Blue Garden,American,San Francisco,4.6,1020,Yes,1021,1988,78610
R4274,Royal House,Japanese,Toronto,4.8,650,Yes,51,1999,83360
R4275,Blue House,Indian,New York,2.7,1080,No,1748,2007,53620
R4276,Green Hub,Japanese,Berlin,2.8,1380,Yes,103,1990,54900
R4277,Street Corner,Thai,London,2.6,650,Yes,495,1991,71670
R4278,Royal Garden,Chinese,New York,2.8,200,Yes,526,1999,51780
R4279,Golden Café,American,Dubai,3.0,1150,Yes,1597,1993,199280
R4280,Street Café,Mediterranean,Toronto,4.9,1720,No,1183,2014,134210
R4281,Blue Café,Thai,Toronto,4.2,800,No,726,2012,81720
R4282,Green Grill,Thai,Sydney,4.4,1240,Yes,1845,2014,119410
R4283,Urban Grill,Thai,Tokyo,4.4,1000,Yes,508,1992,148800
R4284,Golden Corner,French,Tokyo,3.8,330,Yes,380,2019,109040
R4285,Spice Hub,Thai,Paris,4.5,640,Yes,990,2019,102580
R4286,Red House,American,San Francisco,4.0,960,No,708,2010,72600
R4287,Golden Hub,Chinese,Singapore,3.3,1860,Yes,494,2014,156570
R4288,Blue Grill,Chinese,Dubai,3.9,850,Yes,674,2019,61910
R4289,Street Bistro,Thai,Berlin,3.8,510,Yes,1416,2022,133810
R4290,Fire Garden,Italian,New York,4.6,1150,Yes,637,1995,180560
R4291,Royal Garden,American,Dubai,5.0,770,Yes,1694,2004,34670
R4292,Royal Garden,American,San Francisco,3.5,1230,No,741,2015,81010
R4293,Green Corner,Mexican,Tokyo,4.4,750,No,201,2018,95470
R4294,Fire Grill,Korean,Dubai,2.7,1530,Yes,1778,1996,47600
R4295,Urban Garden,Indian,New York,4.4,860,No,845,2012,84210
R4296,Street Café,Indian,Sydney,3.4,1970,Yes,1254,1987,146480
R4297,Blue House,Italian,Paris,2.6,1370,Yes,1080,1989,33930
R4298,Golden Grill,Indian,Sydney,3.4,570,Yes,136,1997,56930
R4299,Red Lounge,Mexican,Tokyo,4.0,1500,Yes,1836,1996,144990
R4300,Urban Corner,Japanese,London,2.8,1310,Yes,736,1985,195040
R4301,Fire Lounge,Indian,Tokyo,4.8,1520,No,1040,2003,73290
R4302,Golden Grill,American,Paris,2.7,1710,Yes,705,2013,199550
R4303,Street Bistro,Japanese,New York,4.8,730,No,1149,2023,150650
R4304,Ocean Garden,Indian,San Francisco,4.3,530,No,573,2009,179710
R4305,Street Kitchen,American,Singapore,3.3,580,Yes,375,2000,163560
R4306,Green Palace,American,Sydney,3.5,1310,No,1079,2001,191120
R4307,Ocean Garden,Thai,Tokyo,4.4,1070,Yes,402,2012,136960
R4308,Red Palace,Chinese,San Francisco,4.0,670,Yes,963,2023,189990
R4309,Street House,Italian,Sydney,4.2,680,Yes,32,1989,23700
R4310,Green Palace,Mexican,Tokyo,3.5,530,Yes,1164,1985,87670
R4311,Street Corner,French,Paris,3.7,1190,Yes,1160,1987,111390
R4312,Green Lounge,Korean,Sydney,5.0,1540,Yes,454,2008,195030
R4313,Royal House,Indian,Tokyo,3.0,370,No,786,2013,116470
R4314,Royal House,Indian,New York,3.5,890,Yes,1342,1999,44220
R4315,Royal Corner,Japanese,Paris,3.2,1330,Yes,717,1988,95900
R4316,Spice Grill,Japanese,San Francisco,4.4,530,Yes,442,1985,154550
R4317,Street House,Korean,San Francisco,4.4,700,Yes,482,1999,163410
R4318,Green House,Indian,Singapore,3.2,1240,Yes,1999,2008,115320
R4319,Fire Grill,Mediterranean,Dubai,2.7,1120,No,57,2015,155410
R4320,Red Café,Mexican,London,2.5,1610,Yes,1924,2004,174810
R4321,Fire Hub,Indian,New York,3.6,880,Yes,1115,1994,117100
R4322,Ocean House,Chinese,Paris,3.5,1080,No,1142,1995,78250
R4323,Fire Corner,Korean,Sydney,5.0,1220,No,272,2002,87600
R4324,Golden House,Mediterranean,San Francisco,3.7,1550,Yes,1900,2018,121510
R4325,Fire Hub,Mexican,New York,3.1,1620,Yes,1064,2012,109020
R4326,Blue Palace,Indian,Paris,4.7,1020,No,367,2022,25730
R4327,Fire Grill,French,Paris,3.7,300,No,577,2000,188910
R4328,Royal Grill,Thai,Sydney,4.0,1670,Yes,489,2008,42220
R4329,Fire Grill,Chinese,Paris,2.7,550,Yes,876,2023,196780
R4330,Ocean Kitchen,French,Berlin,3.5,1010,Yes,1222,1996,27870
R4331,Blue Palace,Japanese,New York,4.9,1610,Yes,1038,1991,66670
R4332,Blue Grill,Japanese,Tokyo,4.0,570,No,1319,2020,133570
R4333,Ocean Lounge,Indian,San Francisco,3.4,1080,Yes,1823,2001,148010
R4334,Blue Lounge,Japanese,San Francisco,4.1,200,No,1690,1988,80710
R4335,Urban Corner,Chinese,Tokyo,4.8,1230,Yes,1427,2021,183480
R4336,Blue Palace,Mexican,New York,3.2,840,No,1488,2017,37090
R4337,Ocean Corner,American,London,3.8,200,Yes,717,2003,182610
R4338,Street Hub,Italian,New York,4.9,1440,No,435,2010,141670
R4339,Street Grill,Korean,Toronto,2.9,790,No,1060,1995,145820
R4340,Street Palace,Mexican,Paris,4.3,440,Yes,136,2015,175900
R4341,Red Garden,American,Dubai,4.0,1100,Yes,144,1985,35100
R4342,Green Bistro,Mediterranean,Sydney,4.2,1570,Yes,1568,2020,137380
R4343,Blue House,Chinese,Berlin,3.4,690,Yes,340,2013,163740
R4344,Ocean Grill,French,Dubai,3.3,1590,No,1662,2009,55060
R4345,Street Corner,American,Tokyo,4.2,1110,Yes,401,2002,56330
R4346,Spice Kitchen,Chinese,Sydney,3.0,510,No,17,1987,198450
R4347,Red House,Thai,Sydney,3.5,520,Yes,622,2002,83520
R4348,Urban Corner,French,Sydney,3.0,450,Yes,1294,1991,41710
R4349,Fire Corner,Japanese,San Francisco,2.5,610,Yes,1232,2012,152620
R4350,Blue House,Japanese,Berlin,4.9,1970,Yes,607,2001,105940
R4351,Ocean Grill,French,San Francisco,3.6,800,Yes,1773,2009,104750
R4352,Ocean Kitchen,Mediterranean,Paris,4.9,600,No,395,2002,104320
R4353,Red Kitchen,Mediterranean,Toronto,2.9,1490,No,481,1987,66560
R4354,Ocean Palace,Mediterranean,Singapore,4.0,1180,Yes,188,2009,123870
R4355,Ocean Bistro,American,Berlin,3.0,1170,Yes,459,1991,108920
R4356,Blue Kitchen,Korean,Dubai,4.5,500,Yes,1273,1994,46700
R4357,Red House,American,Paris,4.5,1700,Yes,1557,2003,63600
R4358,Spice Bistro,Indian,New York,2.8,1340,Yes,824,1999,45480
R4359,Golden Grill,Italian,Tokyo,4.8,1750,Yes,1779,2005,90460
R4360,Urban Café,French,Toronto,3.0,1660,No,1216,2005,42060
R4361,Fire Lounge,Mexican,Paris,4.0,670,Yes,1827,2021,71790
R4362,Fire Garden,Italian,New York,5.0,210,Yes,367,2012,176760
R4363,Ocean Lounge,Thai,Toronto,4.7,1580,No,385,2016,199940
R4364,Ocean Lounge,American,New York,4.9,1910,Yes,1974,2011,188480
R4365,Green Corner,American,Berlin,3.4,1200,No,711,2007,74750
R4366,Urban Grill,Chinese,New York,2.8,1470,Yes,847,1994,116810
R4367,Street Grill,Italian,Toronto,3.0,780,Yes,1760,1990,89650
R4368,Golden Hub,Chinese,New York,3.8,1390,Yes,1803,2008,27980
R4369,Ocean Palace,Mexican,Dubai,4.5,570,Yes,547,2002,53550
R4370,Fire Hub,Chinese,Paris,2.9,1720,Yes,791,1994,145490
R4371,Urban Hub,Italian,Toronto,4.1,1260,Yes,91,1999,28590
R4372,Blue Café,French,Dubai,3.3,400,Yes,1391,2018,163340
R4373,Royal Kitchen,Thai,New York,3.4,610,Yes,194,1992,163180
R4374,Fire Lounge,American,New York,4.2,1830,Yes,297,2019,96880
R4375,Golden Corner,Mexican,Sydney,3.7,1560,No,1095,2011,123370
R4376,Spice House,American,Toronto,4.5,1590,No,892,2009,130230
R4377,Fire Kitchen,Indian,Berlin,2.9,290,Yes,516,1987,148700
R4378,Spice Palace,Thai,New York,4.5,1520,No,1495,2005,70220
R4379,Red Lounge,Korean,Tokyo,2.7,520,Yes,39,2023,95840
R4380,Ocean Hub,Chinese,San Francisco,3.0,880,Yes,1942,2016,84020
R4381,Ocean Lounge,Japanese,Singapore,4.1,990,Yes,945,2005,168520
R4382,Ocean Palace,Italian,San Francisco,4.6,1200,No,40,1993,162740
R4383,Ocean Hub,American,Berlin,3.1,480,No,1326,1985,179700
R4384,Fire Bistro,Chinese,Paris,3.3,1650,Yes,1206,1988,103420
R4385,Urban Hub,Mexican,London,3.8,1530,Yes,1647,1988,157920
R4386,Street Kitchen,American,Tokyo,3.0,720,Yes,1161,2010,94250
R4387,Spice Corner,Korean,London,4.5,1790,Yes,95,2018,134120
R4388,Fire Bistro,Thai,New York,4.4,1430,Yes,1348,2011,50210
R4389,Blue Hub,Thai,Paris,2.9,610,Yes,37,1999,62370
R4390,Spice House,American,Dubai,3.7,660,Yes,131,2016,83940
R4391,Ocean Lounge,Mexican,New York,4.4,1780,Yes,1284,1991,172930
R4392,Red Corner,Thai,London,3.3,300,No,582,1998,151940
R4393,Blue Kitchen,Thai,New York,4.1,1730,Yes,412,2007,169790
R4394,Red Garden,Korean,Singapore,2.6,1740,Yes,692,1985,191440
R4395,Urban Lounge,Italian,Sydney,4.0,1020,Yes,1476,2016,64510
R4396,Ocean Lounge,Mexican,Singapore,2.9,1280,No,281,2010,66270
R4397,Spice Palace,Mexican,Paris,4.6,460,Yes,846,1993,47390
R4398,Blue Palace,French,Dubai,3.4,810,Yes,1845,2000,122090
R4399,Urban Café,French,Singapore,3.2,1670,Yes,122,2015,87910
R4400,Red Grill,Thai,Toronto,4.6,1500,Yes,1739,1986,88670
R4401,Red Corner,Japanese,Dubai,2.6,1630,Yes,1427,2016,111080
R4402,Urban House,French,London,3.5,1220,Yes,1976,1994,59430
R4403,Blue Bistro,Thai,Singapore,3.4,630,Yes,28,2009,175230
R4404,Fire Kitchen,Mediterranean,Sydney,3.2,1120,Yes,1885,2002,54600
R4405,Blue Café,Indian,Dubai,4.8,490,Yes,614,2018,34920
R4406,Green Kitchen,Indian,New York,4.4,1870,Yes,1762,2013,56210
R4407,Spice Garden,Mexican,Sydney,2.7,1380,No,474,2008,109180
R4408,Ocean Lounge,Japanese,New York,4.3,480,No,700,1987,158420
R4409,Spice Lounge,Korean,Singapore,3.8,490,Yes,1020,1999,150530
R4410,Ocean Palace,Italian,Tokyo,4.8,1230,Yes,1942,1987,111310
R4411,Fire Grill,French,Tokyo,3.3,1290,No,1224,2015,184710
R4412,Royal Café,Mediterranean,London,3.9,510,No,1526,1994,189460
R4413,Spice Garden,Thai,Sydney,3.8,1570,No,1945,2022,32680
R4414,Blue House,Japanese,New York,3.7,700,Yes,1023,2006,116820
R4415,Street Palace,Mexican,Berlin,3.6,1550,Yes,1982,1998,75610
R4416,Fire House,French,Sydney,3.0,1980,No,172,1993,132710
R4417,Street Kitchen,Japanese,Toronto,4.4,550,No,1645,2002,66540
R4418,Ocean Lounge,French,London,3.6,740,Yes,708,1992,95120
R4419,Street Lounge,Italian,San Francisco,4.9,1820,No,304,2022,48000
R4420,Green Palace,Italian,San Francisco,3.2,550,No,588,1999,114490
R4421,Spice Grill,Korean,New York,4.2,750,Yes,1106,1999,147640
R4422,Royal Café,Indian,Tokyo,4.9,550,Yes,1777,1990,126110
R4423,Red Lounge,Chinese,Dubai,4.2,1080,Yes,710,1996,31430
R4424,Golden House,Chinese,Toronto,4.7,810,Yes,1595,2003,87030
R4425,Fire Café,French,San Francisco,4.6,1280,No,1342,1989,133570
R4426,Ocean Lounge,Korean,New York,3.4,1060,Yes,311,2011,128060
R4427,Urban Corner,Chinese,New York,4.0,1720,No,1341,1994,191310
R4428,Street Grill,Mexican,Singapore,2.9,830,No,133,1998,90940
R4429,Blue Kitchen,Chinese,Tokyo,3.8,760,Yes,678,2018,181580
R4430,Royal Corner,American,Sydney,3.1,1320,Yes,1294,1999,182190
R4431,Green House,Thai,Dubai,4.4,890,Yes,204,2013,157630
R4432,Spice Grill,Korean,Singapore,3.8,1990,Yes,851,2010,54880
R4433,Red Palace,Mexican,San Francisco,3.5,390,Yes,360,2011,142170
R4434,Red Hub,Japanese,Dubai,3.2,730,Yes,1876,1987,113370
R4435,Street Kitchen,Mexican,London,5.0,200,Yes,1801,1987,41040
R4436,Red Bistro,Indian,Tokyo,2.7,1090,Yes,1969,2019,71190
R4437,Urban Corner,Japanese,San Francisco,2.6,1570,Yes,498,2019,155100
R4438,Green Café,Mediterranean,New York,3.0,1700,Yes,209,1990,38080
R4439,Royal Garden,Thai,San Francisco,4.9,1980,No,893,1998,24090
R4440,Blue Kitchen,Thai,Berlin,4.9,1320,Yes,517,2010,26450
R4441,Spice Kitchen,Thai,Paris,4.1,1710,No,907,1987,199350
R4442,Urban Café,Thai,Paris,4.7,320,No,1613,2017,159260
R4443,Golden Corner,French,San Francisco,3.0,1760,No,455,1997,31130
R4444,Red Bistro,Thai,Berlin,4.9,1290,Yes,89,2013,184450
R4445,Green Garden,Thai,San Francisco,2.9,1100,No,754,1993,65920
R4446,Red Grill,Thai,Paris,2.8,1140,Yes,707,2016,163910
R4447,Green Hub,Korean,Singapore,2.8,620,Yes,1650,2006,178290
R4448,Red Grill,French,London,3.9,1570,No,1502,2006,116040
R4449,Fire Bistro,Italian,Paris,4.5,1780,Yes,1870,2018,119250
R4450,Red Corner,Mexican,London,3.4,930,No,1475,1994,56300
R4451,Urban Hub,Mexican,New York,4.9,330,Yes,940,2009,58690
R4452,Blue Lounge,Japanese,London,3.6,1180,Yes,663,1996,72000
R4453,Spice Kitchen,Korean,Singapore,2.9,1280,Yes,1944,1987,126830
R4454,Ocean Kitchen,American,Berlin,3.7,1810,No,911,2003,40390
R4455,Red Café,Mexican,London,4.2,1640,Yes,281,2017,150790
R4456,Red Corner,Chinese,Dubai,4.6,1680,No,1376,2010,33070
R4457,Street Garden,American,Sydney,3.6,1150,Yes,133,1997,86340
R4458,Ocean Grill,Thai,Paris,4.0,770,Yes,1256,1991,37240
R4459,Red Corner,Thai,Berlin,3.2,1550,Yes,1523,2018,66900
R4460,Spice Café,French,Toronto,4.1,1150,Yes,695,2006,44550
R4461,Golden Garden,American,New York,5.0,570,Yes,1736,2004,166620
R4462,Fire Café,Chinese,Sydney,2.6,1730,Yes,661,2007,193250
R4463,Blue Kitchen,French,Dubai,4.7,830,Yes,306,1998,90920
R4464,Street Grill,Japanese,Tokyo,3.9,1770,No,1152,2014,96880
R4465,Red Kitchen,American,Singapore,3.1,280,Yes,796,2007,120050
R4466,Street Corner,Korean,San Francisco,4.9,1400,Yes,1109,2003,50610
R4467,Red Palace,Thai,Sydney,3.7,510,Yes,630,2023,125860
R4468,Red House,Thai,Berlin,3.3,300,Yes,1664,2020,114760
R4469,Fire Café,Indian,Berlin,3.0,1810,Yes,982,1990,57630
R4470,Street House,French,Berlin,3.1,1240,Yes,890,2007,144410
R4471,Ocean Kitchen,Italian,New York,4.6,1650,Yes,1291,1994,48880
R4472,Royal House,Italian,London,4.0,1660,Yes,1565,2019,119140
R4473,Royal Bistro,French,Paris,4.8,1010,Yes,1664,2005,60060
R4474,Spice Kitchen,Korean,Tokyo,3.1,560,Yes,360,2016,194700
R4475,Red Palace,Mediterranean,San Francisco,2.8,1010,Yes,1682,2014,84990
R4476,Green Corner,French,Berlin,2.5,310,No,1310,2017,33040
R4477,Red Lounge,Korean,San Francisco,3.8,230,Yes,264,1990,133040
R4478,Fire Bistro,Japanese,Toronto,5.0,620,No,1297,1989,193980
R4479,Spice Palace,Thai,New York,4.2,1740,No,688,1999,145640
R4480,Fire House,Chinese,Berlin,3.3,700,Yes,1710,2009,139970
R4481,Street Bistro,Mediterranean,Toronto,4.7,240,No,38,1997,113180
R4482,Urban Grill,American,Tokyo,4.5,1530,Yes,476,1990,123140
R4483,Spice Kitchen,Mediterranean,Tokyo,2.5,1060,No,1068,2021,106640
R4484,Blue Hub,Chinese,Paris,4.5,1250,Yes,758,1986,71200
R4485,Royal Grill,Indian,Dubai,3.3,750,Yes,1327,2001,187990
R4486,Royal Lounge,Thai,Paris,2.9,1290,Yes,611,2008,159850
R4487,Golden Bistro,Italian,London,3.1,870,No,1236,1996,61120
R4488,Golden Lounge,Korean,San Francisco,3.7,1150,Yes,749,1998,199170
R4489,Green Hub,French,Singapore,3.6,630,No,940,1991,34620
R4490,Golden Grill,French,Tokyo,3.2,1620,No,1101,2010,161900
R4491,Blue Garden,Italian,Singapore,2.9,1090,Yes,140,2016,38650
R4492,Red Bistro,Mediterranean,New York,4.4,610,Yes,1910,2013,60090
R4493,Blue House,Thai,Sydney,5.0,1580,Yes,120,2023,133220
R4494,Street Garden,Mexican,Berlin,4.4,920,Yes,533,1993,165380
R4495,Street Garden,Korean,New York,3.2,300,No,1321,1998,97100
R4496,Golden Bistro,Japanese,Tokyo,3.1,1740,No,696,2001,51770
R4497,Urban Grill,Chinese,Toronto,3.0,770,No,840,2009,51970
R4498,Royal House,Mediterranean,San Francisco,2.8,1470,No,675,2014,44610
R4499,Red Hub,American,Singapore,3.9,400,Yes,1076,2013,159860
R4500,Royal Grill,Indian,Paris,4.0,400,Yes,884,2013,55810
R4501,Red Kitchen,French,Sydney,4.3,910,No,1750,2002,106920
R4502,Royal Palace,Mediterranean,Dubai,4.2,1480,No,1717,2015,99940
R4503,Urban House,Indian,New York,3.2,1210,Yes,1327,2003,21200
R4504,Royal Corner,Chinese,Dubai,3.3,320,Yes,294,2001,37750
R4505,Ocean Café,French,Singapore,4.2,920,No,832,1990,26060
R4506,Red House,French,Singapore,3.4,250,Yes,573,1996,93750
R4507,Green Corner,Mexican,Berlin,3.0,1310,Yes,1660,2022,28190
R4508,Royal Café,Mediterranean,Toronto,3.4,360,Yes,28,1987,134560
R4509,Urban House,Thai,Toronto,3.2,920,No,1540,2019,27830
R4510,Royal Lounge,Italian,London,2.7,310,No,556,2017,95600
R4511,Spice Hub,Italian,Paris,4.6,1050,No,57,2013,23910
R4512,Green Corner,Japanese,Tokyo,4.6,1990,Yes,1778,1987,31320
R4513,Royal Palace,American,Tokyo,3.0,1410,Yes,228,1989,127090
R4514,Ocean Kitchen,Indian,Singapore,2.7,890,Yes,1655,1998,64450
R4515,Green House,Mediterranean,New York,4.3,1270,No,775,2020,150620
R4516,Street Hub,Korean,San Francisco,3.0,710,Yes,1221,2012,160330
R4517,Blue Bistro,American,Tokyo,3.5,560,Yes,40,2016,123880
R4518,Ocean Corner,Mexican,Tokyo,2.7,1360,No,268,2002,165910
R4519,Ocean Grill,French,New York,3.1,220,Yes,1708,1997,73180
R4520,Green House,Thai,Paris,4.5,270,No,1377,1986,190600
R4521,Green Bistro,Mediterranean,Sydney,4.5,1570,Yes,317,2009,82510
R4522,Golden Garden,American,Toronto,3.0,660,Yes,1104,2004,189780
R4523,Urban Bistro,American,Berlin,3.3,1880,Yes,316,1991,133430
R4524,Street Bistro,Thai,Berlin,2.8,830,No,577,1995,53240
R4525,Red Garden,Japanese,Berlin,2.7,610,No,1132,1989,49340
R4526,Blue Garden,Indian,New York,5.0,620,Yes,30,2013,70330
R4527,Urban Palace,Indian,Berlin,4.1,1440,Yes,1930,2002,87630
R4528,Royal House,American,Singapore,3.9,1560,No,1653,1992,80860
R4529,Red Grill,Chinese,London,4.4,330,Yes,1598,2011,63330
R4530,Street Palace,American,New York,4.6,1100,Yes,1039,1986,131770
R4531,Fire Grill,American,New York,4.5,1510,Yes,240,2019,192230
R4532,Red Lounge,Thai,Toronto,2.5,210,No,91,2010,66870
R4533,Blue Hub,French,Berlin,3.0,1340,Yes,967,2007,48870
R4534,Ocean Corner,Thai,Dubai,4.1,200,Yes,226,1989,50430
R4535,Blue Lounge,Mediterranean,Sydney,3.4,940,No,344,2000,197890
R4536,Royal Kitchen,American,London,5.0,840,Yes,568,1995,81150
R4537,Red Hub,Indian,New York,4.2,1930,Yes,873,2003,183890
R4538,Green Bistro,Korean,London,4.9,1440,Yes,883,2000,104110
R4539,Street Palace,Indian,New York,3.0,1540,No,762,2016,102030
R4540,Ocean Corner,Italian,Paris,4.7,850,No,1723,1996,48420
R4541,Fire Palace,Japanese,Toronto,3.3,1620,Yes,603,1986,75040
R4542,Green Lounge,Mexican,Singapore,5.0,910,No,1832,2006,106490
R4543,Blue Bistro,Mediterranean,Paris,2.9,1350,Yes,713,2010,176750
R4544,Blue Lounge,Mediterranean,San Francisco,3.8,1400,No,934,2017,92830
R4545,Spice Lounge,Japanese,Berlin,4.5,660,Yes,1688,2008,161490
R4546,Red Garden,Korean,San Francisco,3.6,1090,No,1859,1989,39730
R4547,Golden Café,Mexican,Sydney,3.7,590,Yes,1824,2005,168330
R4548,Blue Bistro,French,Dubai,5.0,610,Yes,1967,2002,95740
R4549,Green Garden,American,Singapore,3.6,1980,No,562,2023,101430
R4550,Urban Garden,Mexican,Paris,4.0,540,Yes,1492,1989,58280
R4551,Street Bistro,Korean,London,2.6,600,Yes,792,1992,177700
R4552,Ocean Kitchen,Chinese,London,4.6,1040,No,96,2005,67370
R4553,Golden Garden,Italian,Sydney,4.1,1430,Yes,1548,1989,186230
R4554,Green Bistro,Mexican,New York,3.5,760,Yes,1756,1997,49520
R4555,Royal Café,Mexican,London,2.5,570,No,522,2003,136300
R4556,Green Corner,Italian,Berlin,4.0,1150,Yes,993,2013,192390
R4557,Golden Grill,American,Dubai,2.5,1550,Yes,1018,1986,52380
R4558,Urban Hub,Mexican,Toronto,2.5,820,No,596,2021,25530
R4559,Red Palace,Italian,Berlin,4.0,1060,No,1511,2010,130050
R4560,Golden Hub,Italian,Dubai,3.0,1510,Yes,507,2013,120770
R4561,Royal Bistro,Italian,Sydney,3.0,1950,Yes,916,1989,156120
R4562,Red Garden,Thai,Berlin,4.1,710,No,965,2016,131370
R4563,Green Corner,Korean,Toronto,2.6,570,Yes,752,2022,103860
R4564,Fire House,Thai,Toronto,3.3,1060,Yes,458,1986,93380
R4565,Urban Grill,Chinese,Tokyo,2.9,240,No,597,1989,138790
R4566,Golden Corner,French,New York,4.0,1390,Yes,269,2017,116170
R4567,Spice Palace,Thai,Sydney,4.2,890,Yes,1570,2019,173980
R4568,Ocean Grill,Thai,Berlin,4.3,1320,Yes,1233,2003,46930
R4569,Urban Grill,Korean,Singapore,3.1,430,Yes,472,1999,39710
R4570,Ocean Garden,French,Singapore,2.7,1050,Yes,1972,2019,165420
R4571,Royal Bistro,Japanese,Sydney,2.7,1640,Yes,103,1992,106910
R4572,Spice Grill,Italian,Berlin,3.6,450,No,1030,1985,154540
R4573,Blue Garden,Mediterranean,Paris,4.9,220,No,1969,2022,57730
R4574,Spice Garden,French,Paris,3.0,210,Yes,1385,2006,99090
R4575,Fire Bistro,Chinese,New York,3.1,1110,Yes,1141,2001,48660
R4576,Blue Kitchen,American,Berlin,2.8,210,No,364,2000,190700
R4577,Fire Café,Chinese,Toronto,4.0,1690,Yes,478,1985,40670
R4578,Golden Café,Italian,London,4.2,900,Yes,104,1987,188310
R4579,Green Café,French,Singapore,4.1,230,No,877,1990,119580
R4580,Red Bistro,Chinese,Berlin,4.7,570,Yes,100,1987,113160
R4581,Spice Hub,Chinese,Berlin,3.7,1220,Yes,1077,2014,186770
R4582,Street Hub,Japanese,London,2.8,890,No,1489,1995,45460
R4583,Red Kitchen,Japanese,London,3.2,710,Yes,964,2011,102670
R4584,Red Hub,French,Dubai,4.2,500,Yes,393,2006,90440
R4585,Spice Lounge,Italian,Tokyo,4.0,1730,Yes,32,1990,57750
R4586,Spice Lounge,Thai,New York,3.8,550,Yes,1735,2022,133880
R4587,Royal Palace,Indian,Singapore,4.2,1730,No,32,2015,122660
R4588,Fire Lounge,Mexican,London,4.1,1750,No,1267,1990,168210
R4589,Green Kitchen,Mediterranean,Paris,4.7,1520,Yes,1731,2004,55340
R4590,Urban Lounge,Mexican,Sydney,4.0,1340,Yes,320,1995,40530
R4591,Ocean Lounge,Korean,Paris,4.4,930,No,1450,1986,91120
R4592,Ocean Palace,Japanese,Dubai,3.1,370,Yes,1366,2015,119290
R4593,Fire Kitchen,French,Dubai,4.2,340,Yes,584,2022,121220
R4594,Blue Garden,Mexican,London,4.8,1160,Yes,112,2010,88320
R4595,Ocean Corner,Italian,Dubai,3.5,240,Yes,509,2011,105610
R4596,Spice Bistro,Mediterranean,Toronto,4.4,560,Yes,837,2015,57390
R4597,Spice Grill,Mexican,San Francisco,4.3,1230,Yes,1516,2008,23390
R4598,Fire Hub,Mediterranean,Berlin,2.6,1050,No,198,1997,48620
R4599,Green Kitchen,American,Berlin,4.0,1690,No,1881,2009,189970
R4600,Fire Grill,Italian,London,2.8,1990,Yes,469,2021,194870
R4601,Street Hub,Indian,Dubai,4.9,340,Yes,198,2009,109840
R4602,Ocean Corner,Chinese,Sydney,4.5,360,Yes,360,2013,102580
R4603,Street Hub,Mediterranean,Toronto,2.8,700,Yes,590,2015,145020
R4604,Fire Corner,Italian,New York,2.8,640,Yes,123,2023,65110
R4605,Blue Palace,Mediterranean,Dubai,4.0,1410,Yes,113,1986,93120
R4606,Spice Bistro,Mediterranean,Toronto,3.4,1750,Yes,629,1996,148390
R4607,Street Bistro,Thai,Tokyo,2.6,1680,Yes,1541,1989,25700
R4608,Blue Lounge,Thai,New York,3.9,1890,No,1378,2011,107310
R4609,Spice Kitchen,Italian,Berlin,3.5,1010,Yes,1054,2018,73560
R4610,Spice Palace,Thai,Tokyo,2.8,1640,Yes,396,1998,185000
R4611,Blue Palace,Korean,London,4.5,1540,Yes,953,1991,123900
R4612,Blue Bistro,Indian,Singapore,4.8,1080,Yes,1811,2021,92240
R4613,Fire Kitchen,French,London,4.4,1200,No,864,2020,50510
R4614,Street Hub,Italian,Sydney,4.6,590,Yes,1242,1994,160650
R4615,Spice Hub,Italian,Toronto,3.0,1870,No,1715,2013,125590
R4616,Green Café,Korean,Singapore,3.2,620,Yes,492,2000,104330
R4617,Urban Kitchen,Japanese,New York,3.0,920,No,482,2022,106560
R4618,Urban Palace,Japanese,New York,4.4,1980,Yes,1739,2005,124420
R4619,Royal Grill,Thai,Tokyo,4.9,420,Yes,868,2022,157560
R4620,Ocean Kitchen,French,Sydney,4.3,1140,Yes,951,2017,98070
R4621,Ocean Lounge,Thai,Berlin,4.7,1790,Yes,402,2013,93020
R4622,Red Corner,American,Dubai,4.1,1780,Yes,1668,2001,68810
